Time,Th_ENB1,Delay_ENB1,Loss_ENB1,UE_ENB1,RSRP_ENB1,SINR_ENB1,Load_ENB1,HO_ENB1,ThTrend_ENB1,DelayTrend_ENB1,LossTrend_ENB1,Th_ENB2,Delay_ENB2,Loss_ENB2,UE_ENB2,RSRP_ENB2,SINR_ENB2,Load_ENB2,HO_ENB2,ThTrend_ENB2,DelayTrend_ENB2,LossTrend_ENB2,Th_ENB3,Delay_ENB3,Loss_ENB3,UE_ENB3,RSRP_ENB3,SINR_ENB3,Load_ENB3,HO_ENB3,ThTrend_ENB3,DelayTrend_ENB3,LossTrend_ENB3,Th_ENB4,Delay_ENB4,Loss_ENB4,UE_ENB4,RSRP_ENB4,SINR_ENB4,Load_ENB4,HO_ENB4,ThTrend_ENB4,DelayTrend_ENB4,LossTrend_ENB4,Th_ENB5,Delay_ENB5,Loss_ENB5,UE_ENB5,RSRP_ENB5,SINR_ENB5,Load_ENB5,HO_ENB5,ThTrend_ENB5,DelayTrend_ENB5,LossTrend_ENB5,Th_ENB6,Delay_ENB6,Loss_ENB6,UE_ENB6,RSRP_ENB6,SINR_ENB6,Load_ENB6,HO_ENB6,ThTrend_ENB6,DelayTrend_ENB6,LossTrend_ENB6
47,0.8416,143.28,49.913,1,-50.8325,49.1675,0.05,0,0,-4.98319,-1.10918,0.2104,97.2249,41.913,1,-62.1118,37.8882,0.05,0,0,1.1879,0.735266,0,0,0,0,0,0,0,0,0,0,0,2.86986,220.671,46.837,6,-54.3383,45.6617,0.3,0,0.016832,-0.899901,-0.489372,2.61738,328.127,65.7754,6,-42.468,57.532,0.3,0,-0.109408,-36.0905,-2.34783,8.85363,701.176,82.1153,66,-67.9897,32.0103,1,0,-0.16832,-182.576,2.85314
48,0.8416,138.813,48.8511,1,-51.8983,48.1017,0.05,0,0,-4.4667,-1.06198,0.033664,97.401,43.0638,1,-62.2594,37.7406,0.05,0,-0.176736,0.176046,1.15079,0,0,0,0,0,0,0,0,0,0,0,2.81094,220.713,46.7837,6,-54.3982,45.6018,0.3,0,-0.058912,0.251772,-0.319611,2.5248,323.487,65.4397,6,-43.7877,56.2123,0.3,0,-0.092576,-27.8386,-2.01388,8.61798,698.891,82.1657,66,-68.0596,31.9404,1,0,-0.235648,-150.827,3.32747
49,0.8416,134.72,47.8333,1,-52.9128,47.0872,0.05,0,0,-4.09316,-1.01773,0,97.401,44.25,1,-62.4063,37.5937,0.05,0,-0.033664,0,1.18617,0,0,0,0,0,0,0,0,0,0,0,2.8951,220.647,46.6979,6,-54.479,45.521,0.3,0,0.08416,-0.392892,-0.514628,2.23866,320.612,65.2361,6,-44.963,55.037,0.3,0,-0.286144,-17.25,-1.22163,8.87888,696.311,82.2042,66,-68.1339,31.8661,1,0,0.260896,-170.281,2.543
50,0.8416,131.003,46.8571,1,-53.8681,46.1319,0.05,0,0,-3.71696,-0.97619,0,97.401,45.3878,1,-62.5527,37.4473,0.05,0,0,0,1.13776,0,0,0,0,0,0,0,0,0,0,0,2.92877,220.475,46.602,6,-54.5808,45.4192,0.3,0,0.033664,-1.03606,-0.575255,2.00301,318.961,65.1361,6,-46.0342,53.9658,0.3,0,-0.235648,-9.90578,-0.60034,9.03037,693.848,82.2356,66,-68.2023,31.7977,1,0,0.151488,-162.568,2.07185
51,0.8416,127.563,45.92,1,-54.7708,45.2292,0.05,0,0,-3.43945,-0.937143,0,97.401,46.48,1,-62.6985,37.3015,0.05,0,0,0,1.09224,0,0,0,0,0,0,0,0,0,0,0,2.92877,197.588,39.72,5,-52.4425,47.5575,0.25,0,0,-334.907,-81.0122,1.90202,317.676,65.08,6,-47.0243,52.9757,0.3,0,-0.100992,-7.7118,-0.336327,9.15661,686.144,82.2343,67,-68.4249,31.5751,1,1,0.12624,177.682,82.149
52,0.8416,124.369,45.0196,1,-55.6264,44.3736,0.05,0,0,-3.19412,-0.900392,0,97.401,47.5294,1,-62.8437,37.1563,0.05,0,0,0,1.04941,0,0,0,0,0,0,0,0,0,0,0,2.96243,197.159,39.5216,5,-52.608,47.392,0.25,0,0.033664,-2.14722,-0.992157,1.80102,317.288,65.0654,6,-47.9479,52.0521,0.3,0,-0.100992,-2.3313,-0.0878431,9.17344,683.788,82.2637,67,-68.4814,31.5186,1,0,0.016832,-157.828,1.96667
53,0.8416,121.395,44.1538,1,-56.4395,43.5605,0.05,0,0,-2.97414,-0.865762,0,0,0,0,0,0,0,0,0,-97.401,-47.5294,0,0,0,0,0,0,0,0,0,0,0,3.02976,196.745,39.3,5,-52.8359,47.1641,0.25,0,0.067328,-2.07108,-1.10784,1.61587,317.013,65.1218,6,-48.8149,51.1851,0.3,0,-0.185152,-1.64892,0.338612,9.47642,672.901,81.7854,68,-68.6223,31.3777,1,1,0.302976,-56.554,49.7372
54,0.8416,118.619,43.3208,1,-57.2141,42.7859,0.05,0,0,-2.77613,-0.833091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02976,196.117,39.0868,5,-53.1372,46.8628,0.25,0,0,-3.13734,-1.06604,1.5233,316.889,65.2107,6,-49.6328,50.3672,0.3,0,-0.092576,-0.742539,0.533382,9.94771,670.031,81.8011,68,-68.6653,31.3347,1,0,0.471296,-195.17,1.06785
55,0.8416,116.022,42.5185,1,-57.9537,42.0463,0.05,0,0,-2.59726,-0.802236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02976,195.312,38.8815,5,-53.5123,46.4877,0.25,0,0,-4.02745,-1.02655,1.54013,316.678,65.2901,6,-50.4074,49.5926,0.3,0,0.016832,-1.2635,0.47659,9.78781,667.495,81.8214,68,-68.7064,31.2936,1,0,-0.159904,-172.415,1.38015
56,0.8416,113.586,41.7455,1,-58.6614,41.3386,0.05,0,0,-2.43513,-0.773064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14758,109.247,27,4,-50.8796,49.1204,0.2,0,0.117824,-539.571,-86.4074,1.36339,298.038,62.16,5,-50.864,49.136,0.25,0,-0.176736,-409.879,-80.9407,9.75414,659.553,81.8886,70,-68.9447,31.0553,1,2,-0.033664,779.073,168.348
57,0.8416,111.299,41,1,-59.3397,40.6603,0.05,0,0,-2.28773,-0.745455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00451,108.009,26.7098,4,-51.4075,48.5925,0.2,0,-0.143072,-4.95059,-1.16071,3.00451,296.041,61.5607,5,-51.6783,48.3217,0.25,0,1.64112,-9.98665,-2.99643,8.23926,658.617,81.9622,70,-68.9728,31.0272,1,0,-1.51488,-65.5395,5.15714
58,0.824768,109.375,40.3158,1,-59.991,40.009,0.05,0,-0.016832,-1.92336,-0.684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96243,107.055,26.4518,4,-51.9683,48.0317,0.2,0,-0.04208,-3.81658,-1.03227,3.03818,290.232,60.9684,5,-52.4547,47.5453,0.25,0,0.033664,-29.0469,-2.96147,8.06253,658.253,82.0386,70,-68.9964,31.0036,1,0,-0.176736,-25.5163,5.34461
59,0.816352,107.731,39.6724,1,-60.6174,39.3826,0.05,0,-0.008416,-1.6443,-0.643376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97085,106.118,26.1983,4,-52.5485,47.4515,0.2,0,0.008416,-3.74658,-1.01391,2.97085,284.987,60.4241,5,-53.1967,46.8033,0.25,0,-0.067328,-26.2248,-2.72142,7.9952,658.155,82.1143,70,-69.015,30.985,1,0,-0.067328,-6.81895,5.29825
60,0.816352,106.301,39.0508,1,-61.2207,38.7793,0.05,0,0,-1.43045,-0.621566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93718,105.276,25.9703,4,-53.1292,46.8708,0.2,0,-0.033664,-3.3716,-0.911748,2.75203,281.339,59.9864,5,-53.907,46.093,0.25,0,-0.218816,-18.2356,-2.18849,7.88579,649.515,82.0275,69,-68.9095,31.0905,1,0,-0.109408,-1254.35,-88.1017
61,0.782688,105.294,38.5167,1,-61.8025,38.1975,0.05,0,-0.033664,-1.00622,-0.534181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98768,104.401,25.725,4,-53.7,46.3,0.2,0,0.050496,-3.49636,-0.981356,2.61738,413.532,65.2722,6,-53.8425,46.1575,0.3,1,-0.134656,1074.5,91.7011,7.69222,649.88,82.1063,69,-68.9103,31.0897,1,0,-0.193568,25.2078,5.43503
62,0.71536,104.929,38.1311,1,-62.3643,37.6357,0.05,0,-0.067328,-0.365666,-0.385519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9456,103.626,25.5082,4,-54.255,45.745,0.2,0,-0.04208,-3.10115,-0.867213,2.53322,392.704,65.0191,6,-54.4381,45.5619,0.3,0,-0.08416,-124.971,-1.51858,7.67539,650.387,82.1829,69,-68.9052,31.0948,1,0,-0.016832,34.9857,5.28962
63,0.698528,104.723,37.7903,1,-62.9074,37.0926,0.05,0,-0.016832,-0.206141,-0.340825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90352,103.041,25.3185,4,-54.7916,45.2084,0.2,0,-0.04208,-2.33892,-0.758593,2.42381,376.313,64.8091,6,-55.0344,44.9656,0.3,0,-0.109408,-98.3478,-1.25992,7.6249,650.785,82.2585,69,-68.9174,31.0826,1,0,-0.050496,27.4767,5.21576
64,0.75744,104.43,37.3492,1,-63.4331,36.5669,0.05,0,0.058912,-0.292636,-0.441116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80253,102.862,25.1825,4,-55.3084,44.6916,0.2,0,-0.100992,-0.716433,-0.544035,2.28074,363.215,64.6508,6,-55.6297,44.3703,0.3,0,-0.143072,-78.5883,-0.950077,7.49024,651.158,82.3354,69,-68.982,31.018,1,0,-0.134656,25.7267,5.30415
65,0.639616,104.883,37.1406,1,-65.9309,34.0691,0.05,0,-0.117824,0.452728,-0.208581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88669,102.713,25.0117,4,-55.6291,44.3709,0.2,0,0.08416,-0.597692,-0.683284,2.104,352.705,64.5521,6,-57.339,42.661,0.3,0,-0.176736,-63.055,-0.592262,7.39766,651.737,82.4124,69,-69.0988,30.9012,1,0,-0.092576,39.9613,5.31027
66,0,104.883,38.1077,1,-66.0455,33.9545,0.05,0,-0.639616,0,0.967067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75203,102.836,24.9077,4,-55.7989,44.2011,0.2,0,-0.134656,0.490692,-0.416106,1.8431,348.667,64.5359,6,-57.3455,42.6545,0.3,0,-0.260896,-24.2302,-0.0971154,7.56598,652.028,82.4825,69,-69.014,30.986,1,0,0.16832,20.0882,4.83918
67,0,104.883,39.0455,1,-66.2726,33.7274,0.05,0,0,0,0.937762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74362,102.985,24.8106,4,-56.1479,43.8521,0.2,0,-0.008416,0.598337,-0.388345,1.98618,344.76,64.4773,6,-57.3571,42.6429,0.3,0,0.143072,-23.4414,-0.351748,7.54915,652.236,82.5509,69,-68.8349,31.1651,1,0,-0.016832,14.3052,4.72284
68,0,0,0,0,0,0,0,0,0,-104.883,-39.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60896,189.536,36.8657,5,-57.4352,42.5648,0.25,1,-0.134656,535.737,85.0859,2.20499,299.035,60.1821,5,-55.5484,44.4516,0.25,0,0.218816,-573.388,-85.9532,7.58282,644.484,82.007,70,-68.8373,31.1627,1,1,0.033664,109.595,44.4774
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51638,188.375,36.9147,5,-57.5912,42.4088,0.25,0,-0.092576,-5.80512,0.245171,2.14608,293.003,60.0176,5,-55.4972,44.5028,0.25,0,-0.058912,-30.1564,-0.822212,7.55757,645.109,82.083,70,-68.614,31.386,1,0,-0.025248,43.7402,5.31629
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39856,187.392,37.0029,5,-57.7464,42.2536,0.25,0,-0.117824,-4.91461,0.440963,1.98618,287.685,59.913,5,-55.4445,44.5555,0.25,0,-0.159904,-26.5942,-0.523018,7.59123,645.729,82.1559,70,-68.4856,31.5144,1,0,0.033664,43.4324,5.10422
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39014,186.147,37.0914,5,-57.8988,42.1012,0.25,0,-0.008416,-6.2219,0.44265,2.03667,283.013,59.7943,5,-55.39,44.61,0.25,0,0.050496,-23.3578,-0.593789,7.55757,645.953,82.2276,70,-68.5261,31.4739,1,0,-0.033664,15.643,5.01553
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46589,184.287,37.1521,5,-58.0465,41.9535,0.25,0,0.075744,-9.29975,0.303421,2.08717,278.744,59.662,5,-55.3329,44.6671,0.25,0,0.050496,-21.3432,-0.661569,7.63331,646.29,82.2954,70,-68.57,31.43,1,0,0.075744,23.6366,4.74748
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51789,179.273,36.8639,5,-58.1877,41.8123,0.25,0,1.052,-25.0736,-1.44112,4.12384,267.199,58.8611,5,-55.272,44.728,0.25,0,2.03667,-57.7269,-4.0043,5.01594,646.568,82.423,70,-68.6008,31.3992,1,0,-2.61738,19.4144,8.93505
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35798,174.543,36.6356,5,-58.3205,41.6795,0.25,0,-0.159904,-23.6497,-1.14136,3.86294,257.024,58.1671,5,-55.2059,44.7941,0.25,0,-0.260896,-50.8756,-3.46994,4.76346,647.423,82.553,70,-68.6212,31.3788,1,0,-0.25248,59.8541,9.10122
75,0,0,0,0,0,0,0,0,0,0,0,1.07725,854.865,89.3851,2,-55.4251,44.5749,0.1,2,1.07725,1709.73,178.77,0,0,0,0,0,0,0,0,0,0,0,2.95402,421.827,52.6178,7,-63.071,36.929,0.35,2,-0.403968,2080.08,185.146,3.34957,701.514,78.4658,15,-59.3348,40.6652,0.75,10,-0.513376,9237.59,886.151,4.24166,569.537,80.957,56,-66.9298,33.0702,1,0,-0.521792,-13425.5,-1245.12
76,0,0,0,0,0,0,0,0,0,0,0,1.6832,749.88,88.1933,2,-55.1421,44.8579,0.1,0,0.605952,-209.969,-2.3836,0,0,0,0,0,0,0,0,0,0,0,3.86294,405.527,52.3752,7,-63.108,36.892,0.35,0,0.908928,-114.101,-1.69766,1.60746,698.509,78.5831,15,-59.2581,40.7419,0.75,0,-1.74211,-45.0799,1.76018,4.87286,571.849,81.0731,56,-66.9615,33.0385,1,0,0.6312,129.469,6.49874
