timestamp,Th_ENB1,Delay_ENB1,Loss_ENB1,UE_ENB1,RSRP_ENB1,SINR_ENB1,Load_ENB1,Th_ENB2,Delay_ENB2,Loss_ENB2,UE_ENB2,RSRP_ENB2,SINR_ENB2,Load_ENB2,Th_ENB3,Delay_ENB3,Loss_ENB3,UE_ENB3,RSRP_ENB3,SINR_ENB3,Load_ENB3,Th_ENB4,Delay_ENB4,Loss_ENB4,UE_ENB4,RSRP_ENB4,SINR_ENB4,Load_ENB4,Th_ENB5,Delay_ENB5,Loss_ENB5,UE_ENB5,RSRP_ENB5,SINR_ENB5,Load_ENB5,Th_ENB6,Delay_ENB6,Loss_ENB6,UE_ENB6,RSRP_ENB6,SINR_ENB6,Load_ENB6
135,149.053,25.0941,0.00512565,300.323,-89.855,30,0.647059,111.657,53.8773,0.0296522,384.768,-87.7848,16.1229,1,154.368,25.8423,0.00631285,310.315,-91.929,28.0844,0.622033,158.669,27.8225,0.00924752,331.403,-87.1283,30,0.698142,152.916,24.8134,0.00557979,288.666,-90.8727,25.9028,0.597354,155.989,27.1659,0.00671171,308.577,-88.8446,30,0.674118
136,149.293,25.0584,0.00473288,298.627,-89.8899,30,0.652548,111.571,54.006,0.0299278,386,-88.1247,15.9225,1,155.129,25.9009,0.00641529,309.063,-91.7625,27.881,0.621566,158.814,27.8675,0.00946833,329.812,-86.7326,30,0.698016,151.377,24.9215,0.00509302,288.575,-91.2372,25.9769,0.602956,155.283,26.8521,0.00714343,308.789,-89.2414,29.9001,0.674237
137,150.643,24.9416,0.00515582,300.149,-89.8937,30,0.651287,111.484,53.8424,0.0299779,385.628,-87.9583,16.0838,1,154.327,26.0767,0.00617429,311.92,-91.7086,28.056,0.617436,158.597,27.8428,0.0092807,331.641,-87.0703,30,0.699301,151.876,24.9241,0.00576213,291.745,-90.7355,25.9024,0.603747,156.475,26.9011,0.00656728,309.072,-88.7527,30,0.672211
138,149.514,25.0878,0.00452812,299.501,-89.9239,29.8938,0.65323,111.422,54.0878,0.0299276,384.448,-88.2355,15.8392,1,154.539,26.1279,0.00649935,308.846,-92.1409,28.0489,0.624654,158.832,28.0012,0.00929511,328.543,-86.7135,30,0.696637,151.599,24.8401,0.00527172,291.264,-91.073,25.8765,0.598422,156.963,27.0519,0.00691616,308.666,-88.7083,30,0.667815
139,149.14,24.8227,0.00462038,300.323,-89.7427,29.999,0.653429,111.844,54.1103,0.0302542,382.759,-88.0833,16.0253,1,154.723,26.0139,0.00649622,309.898,-91.8104,27.9796,0.622964,158.191,28.1546,0.00891094,330.417,-86.922,30,0.696443,151.187,24.8067,0.00587353,288.946,-91.1731,26.0708,0.5982,156.012,26.865,0.00745975,311.406,-88.7817,29.972,0.672624
140,149.288,24.8034,0.00451997,300.346,-90.0268,30,0.645075,111.798,54.1141,0.0299651,384.993,-88.1602,16.078,1,154.422,25.8947,0.00612803,311.32,-92.0506,27.9275,0.62367,158.339,27.9792,0.0089879,328.817,-86.9239,30,0.704956,151.96,24.9944,0.00556585,291.667,-90.8195,25.9853,0.602187,156.172,26.9969,0.00669232,309.856,-89.1525,30,0.668354
141,150.905,25.0132,0.00513154,300.172,-90.2224,29.9627,0.645991,112.198,54.0056,0.0303004,382.946,-88.2013,15.956,1,155.421,25.9676,0.00601727,308.337,-91.7093,28.0499,0.617854,158.172,27.8438,0.00946584,328.699,-86.9112,30,0.702176,152.554,25.0694,0.0056145,291.57,-91.2528,25.9493,0.597483,156.976,26.9558,0.00723261,310.739,-89.1728,29.9217,0.667813
142,149.822,24.8937,0.00451965,301.518,-89.7206,29.9525,0.648385,110.966,54.0989,0.0303478,382.65,-88.2042,16.0711,1,154.09,26.049,0.00580892,309.475,-91.8382,28.0933,0.619004,158.894,27.9626,0.00927184,329.936,-86.7615,30,0.695874,152.873,25.1302,0.00579131,288.804,-90.8169,26.105,0.597892,156.905,26.8199,0.00664991,310.15,-88.9545,30,0.66517
143,150.921,24.8178,0.00464306,298.056,-89.9599,30,0.651659,112.598,53.8322,0.0300644,383.902,-88.0006,15.8558,1,155.006,26.1061,0.00598529,308.598,-91.911,27.9017,0.623724,158.226,27.8629,0.00946234,330.073,-87.2563,30,0.697532,152.607,25.1271,0.00597895,290.007,-91.027,26.076,0.596325,156.094,27.0185,0.00658947,309.672,-88.788,30,0.665992
144,149.181,24.9051,0.00537477,298.516,-89.868,29.8803,0.651231,111.664,54.1424,0.0297561,384.62,-88.1586,16.0482,1,154.254,26.1466,0.00609358,308.508,-92.0435,27.8983,0.622003,158.518,27.8423,0.00900614,331.259,-86.7383,30,0.704503,152.071,24.9577,0.0058482,289.972,-91.0169,25.9971,0.603468,156.664,26.9614,0.0068333,309.968,-88.9563,29.9215,0.67294
145,149.973,24.9336,0.00460682,298.955,-89.7304,29.9415,0.646689,111.874,53.9497,0.0295575,383.356,-87.9735,15.9996,1,154.895,26.1862,0.00587735,309.033,-92.1539,27.9873,0.622595,157.412,28.0837,0.00852115,329.676,-86.8345,30,0.700637,151.41,25.0968,0.00505228,291.41,-91.1811,26.1123,0.598525,156.445,26.9277,0.00740591,308.507,-89.1929,29.9979,0.665819
146,149.392,25.1775,0.00547649,299.505,-89.746,30,0.647697,112.357,54.0904,0.0305115,383.124,-87.8968,15.8497,1,154.008,26.1998,0.00630227,311.147,-91.9942,27.94,0.616513,157.569,27.9504,0.00925631,330.159,-87.2535,30,0.696023,151.821,25.1733,0.0056374,291.207,-91.0202,25.9585,0.596084,156.752,27.1133,0.00666812,310.049,-89.0076,30,0.674462
147,150.16,25.0161,0.00455032,298.252,-90.1876,29.8597,0.652434,112.399,53.8813,0.0303584,382.683,-88.1193,15.9088,1,154.509,25.9956,0.00590741,311.946,-92.2664,27.8927,0.615528,158.252,27.8218,0.00933644,330.048,-86.9838,30,0.696708,151.395,24.9275,0.0055935,288.84,-91.2302,26.141,0.59522,156.605,27.1152,0.00679721,308.543,-89.2126,30,0.671428
148,150.565,25.175,0.00519193,298.623,-90.1539,30,0.647093,111.097,54.1082,0.0299249,385.744,-87.9098,15.8612,1,154.517,25.9349,0.00590226,308.205,-92.0021,27.887,0.61901,157.701,28.1091,0.00930317,328.614,-87.0801,30,0.696514,152.597,25.0829,0.00519038,289.467,-91.2365,26.0385,0.596214,156.972,27.1123,0.00689024,310.314,-88.7532,30,0.666745
149,149.757,25.1373,0.00514421,300.603,-89.7799,30,0.654198,111.142,54.0445,0.0302629,385.091,-87.936,15.8841,1,155.44,25.8345,0.00596381,308.696,-92.0975,27.8554,0.619003,158.1,28.0478,0.00916349,331.345,-87.1707,30,0.703515,151.313,25.1899,0.00584254,290.004,-90.7111,25.8792,0.598031,156.276,26.94,0.00742837,308.263,-88.9704,30,0.671527
150,149.511,24.9458,0.00534368,298.78,-89.8039,30,0.652622,160.427,26.883,0.00756881,321.471,-88.0407,30,0.679522,154.286,25.9558,0.0064517,309.279,-91.7791,28.1144,0.618502,157.167,28.0898,0.00881151,331.132,-87.0344,30,0.702779,151.765,24.9773,0.00537619,289.469,-90.9844,26.0926,0.598618,156.049,27.0683,0.00676944,309.11,-88.74,30,0.670772
151,150.295,24.8117,0.0051181,300.038,-89.9726,29.9578,0.645815,159.387,27.1803,0.0074087,319.867,-88.2684,30,0.682172,155.076,26.0035,0.00574312,310.979,-92.1991,27.907,0.619607,157.573,27.899,0.00914524,330.604,-86.8053,30,0.695731,151.547,25.192,0.00559626,290.839,-91.2956,26.0055,0.595375,156.138,27.1683,0.00746842,310.162,-89.0251,30,0.671736
152,149.13,24.9863,0.00474025,299.879,-90.0267,30,0.648568,159.329,27.0015,0.0078302,320.656,-88.097,30,0.684122,154.419,25.8158,0.00624131,311.31,-91.7193,28.117,0.621005,158.06,27.8111,0.00874666,329.838,-86.9229,30,0.702426,151.56,25.026,0.00508814,289.655,-90.8499,26.058,0.604906,155.556,26.9993,0.00682953,309.762,-88.7858,30,0.673824
153,149.407,25.1493,0.00455976,301.554,-90.1026,29.9444,0.650121,160.881,26.8191,0.00735223,321.426,-88.0624,30,0.679248,154.771,26.1662,0.00626193,310.02,-91.707,27.9896,0.615582,157.525,27.9744,0.0086569,331.79,-86.8399,30,0.700908,152.443,25.1765,0.00588164,290.061,-90.8352,26.0186,0.600527,155.229,26.8505,0.00702953,309.075,-89.2874,30,0.665325
154,150.191,25.0157,0.00546881,299.937,-90.2618,30,0.653411,160.994,26.9721,0.0073203,321.627,-88.1853,30,0.679057,154.082,25.9389,0.00576523,310.744,-91.7307,27.9304,0.623115,157.111,28.0152,0.00857055,331.736,-86.8402,30,0.703239,152.295,25.1876,0.00571396,291.699,-90.9897,25.8851,0.600282,155.254,27.037,0.00698249,310.49,-89.294,29.9085,0.669913
155,150.901,24.9534,0.00492437,300.859,-89.9377,29.9397,0.649108,159.435,27.1864,0.00713063,319.487,-88.2845,30,0.682805,154.402,25.832,0.00597445,308.04,-92.2491,28.0923,0.622715,158.83,28.1418,0.00918318,328.209,-86.8303,30,0.702991,152.017,24.8932,0.00584533,290.909,-90.7115,25.8967,0.597257,155.424,27.117,0.00668691,308.267,-88.7009,29.8574,0.673352
156,149.731,25.1366,0.00505462,301.607,-89.7443,29.8527,0.645754,159.501,27.0677,0.00788827,319.84,-87.9358,30,0.68305,155.935,25.9074,0.00599483,308.344,-91.9645,28.0008,0.616444,157.884,27.9336,0.00902183,330.343,-87.2949,30,0.70213,151.733,24.8212,0.00575493,291.821,-91.1559,25.9471,0.596838,156.154,26.8619,0.00685619,310.788,-88.9639,29.9659,0.669202
157,150.124,24.8023,0.00457851,301.525,-90.2533,30,0.6542,159.541,26.9482,0.00756892,321.527,-87.7349,30,0.675866,155.338,25.9641,0.0059707,308.197,-92.1854,28.0872,0.61954,157.603,27.9536,0.0093544,330.996,-87.1366,30,0.69752,152.842,25.0326,0.00553348,290.386,-91.0804,26.0921,0.600233,155.233,26.8516,0.00703686,311.746,-89.115,30,0.672641
158,149.496,24.8145,0.00460185,300.914,-90.1802,29.9614,0.650017,160.451,26.8453,0.00740637,319.94,-87.9755,30,0.676717,155.616,26.0772,0.00605587,310.798,-92.0528,27.8915,0.621658,158.049,28.0557,0.008838,331.627,-86.9476,30,0.699498,152.513,25.1177,0.0054946,291.579,-91.1394,25.9732,0.603986,156.793,27.0743,0.00735898,308.355,-88.781,29.9462,0.666783
159,149.479,24.9672,0.00475119,299.282,-90.219,29.9389,0.650723,159.884,26.9387,0.00774645,321.574,-87.8459,30,0.682444,154.304,25.8521,0.00584563,311.231,-92.1522,27.869,0.616317,158.717,28.0535,0.0087532,330.221,-86.9835,30,0.697332,152.729,24.9237,0.00569413,288.064,-91.0764,25.9555,0.600435,155.145,27.1161,0.00671778,310.708,-88.8181,30,0.672409
160,150.324,24.9422,0.00530886,299.179,-89.9573,30,0.64879,159.606,26.9837,0.00781796,321.72,-87.9729,30,0.684033,154.197,25.8928,0.0062089,311.295,-91.7858,27.9745,0.615893,157.876,27.8923,0.0087912,331.089,-87.2547,30,0.699277,152.192,24.8359,0.00533736,288.359,-90.7231,26.0922,0.599596,155.447,27.1734,0.0068446,308.644,-88.9621,30,0.665038
161,149.476,25.1754,0.00467109,298.453,-89.9579,30,0.649771,160.989,27.0717,0.00707407,321.971,-88.0553,30,0.680579,154.609,25.8346,0.00550143,309.798,-91.7979,28.0217,0.624992,157.574,27.9122,0.00865975,328.656,-87.1289,30,0.704058,152.95,24.8929,0.0058813,289.313,-91.2323,26.111,0.601361,155.329,26.9719,0.00678726,310.947,-89.028,30,0.665547
162,149.71,24.9928,0.00500313,299.264,-89.8625,30,0.654387,160.61,27.1402,0.00755055,321.304,-88.1179,30,0.678169,154.935,25.9142,0.00646161,309.251,-92.2412,28.008,0.615571,157.221,27.8878,0.00896435,329.733,-86.8202,30,0.699263,151.667,24.9266,0.005774,288.208,-91.2923,26.0887,0.599771,155.262,26.8942,0.0074325,311.438,-88.8741,29.9947,0.670203
163,150.95,25.1863,0.00471527,301.244,-90.1817,29.9141,0.651761,159.81,27.1726,0.00708901,320.046,-87.7489,30,0.676565,154.733,26.0476,0.00565939,311.872,-91.7512,27.9001,0.616212,157.171,28.1638,0.00869362,329.665,-87.0307,30,0.695717,151.454,25.1726,0.00590841,291.125,-91.2884,25.9481,0.60128,155.55,27.1638,0.00713389,308.288,-88.7546,30,0.665777
164,150.065,24.9213,0.00489284,298.719,-89.9532,30,0.650031,159.166,27.048,0.00734022,321.424,-88.0392,30,0.676911,155.538,25.9062,0.00626723,308.824,-92.107,27.9896,0.624432,158.863,27.8827,0.00885822,328.598,-86.994,30,0.704008,152.86,24.9534,0.00549174,291.585,-90.816,25.8511,0.598201,155.844,26.8919,0.00669957,308.151,-88.914,29.9288,0.665523
165,149.462,25.1208,0.00535149,299.932,-90.0504,30,0.647006,159.431,26.9167,0.00717276,319.517,-87.7535,30,0.679119,155.869,25.8194,0.00571028,310.264,-91.9307,27.8619,0.61903,158.298,28.0792,0.00913814,329.282,-87.2439,30,0.696288,152.895,24.9901,0.00531726,291.065,-91.0012,25.943,0.60312,156.734,27.0692,0.00654696,310.265,-88.842,29.891,0.667287
166,150.765,24.808,0.00525273,299.895,-90.0319,29.8521,0.653194,159.72,27.0163,0.0076773,320.811,-87.7264,30,0.678997,155.907,26.0568,0.00579815,308.506,-91.7945,27.9587,0.621605,157.942,27.8796,0.00910169,328.243,-87.052,30,0.69936,152.497,25.1312,0.00577124,288.155,-91.1835,26.011,0.604348,156.67,27.137,0.00680321,309.718,-89.0176,29.8972,0.665311
167,150.894,24.8963,0.00473995,298.334,-89.7429,30,0.65167,160.823,26.9382,0.00762151,318.155,-88.1879,30,0.682668,154.701,25.9507,0.00603355,308.001,-92.1553,27.9125,0.617505,158.612,27.9119,0.00869152,330.017,-86.7806,30,0.695785,151.713,25.0991,0.00555069,291.267,-90.7242,26.0878,0.601038,155.987,26.816,0.00748432,309.534,-89.2087,30,0.667843
168,150.172,25.0347,0.00494573,301.344,-90.141,29.9846,0.650377,160.327,27.1136,0.00739481,320.584,-88.2096,30,0.678831,155.459,25.8081,0.00570519,309.948,-91.773,28.0082,0.624299,157.968,27.9962,0.00861975,331.211,-87.1518,30,0.704108,152.887,25.0081,0.00567709,291.114,-91.2214,26.0303,0.595343,155.995,26.8619,0.00668292,309.46,-89.0405,30,0.665744
169,150.007,24.8731,0.00507398,300.55,-89.966,30,0.648356,160.53,26.9731,0.00748418,320.592,-88.289,30,0.681186,154.62,25.8343,0.00559094,311.693,-91.8864,27.8881,0.618567,158.185,28.1342,0.00854366,328.947,-86.7662,30,0.697014,152.918,25.0454,0.00526167,288.268,-91.2831,25.9234,0.603815,155.832,27.0881,0.00741829,309.632,-89.1852,30,0.674081
170,150.609,24.8263,0.00519257,300.288,-89.7555,29.8867,0.65034,160.759,26.964,0.00748199,318.282,-88.1331,30,0.684451,154.565,25.9843,0.0061713,308.649,-92.0081,28.0716,0.623669,158.253,28.0676,0.00862628,331.783,-87.2205,30,0.697648,152.867,25.088,0.00575381,288.876,-91.0342,26.0353,0.6027,155.208,27.1849,0.00739022,309.081,-88.8063,30,0.669618
171,149.629,25.0324,0.00522989,299.644,-89.9225,30,0.652111,159.104,27.1439,0.00745825,319.05,-88.1549,30,0.683868,154.757,26.0999,0.00559682,309.904,-91.705,28.0811,0.617105,158.003,27.8934,0.00890956,331.12,-86.8373,30,0.704222,152.185,24.952,0.00550194,290.42,-90.9641,25.9959,0.600049,155.353,27.1251,0.00704176,308.524,-88.8403,30,0.674473
172,149.738,24.8542,0.0050184,298.45,-89.7396,29.9051,0.647528,159.813,26.9533,0.00779466,319.825,-88.1975,30,0.680091,154.295,26.0447,0.00606575,310.859,-91.7374,28.1237,0.624461,157.489,27.8526,0.00880228,331.58,-86.7168,30,0.6961,152.895,24.9693,0.00500931,289.77,-91.2724,26.0132,0.598386,155.947,27.0453,0.0073688,310.648,-89.0396,30,0.674056
173,149.24,25.0128,0.00478451,298.188,-89.8989,30,0.646629,160.625,27.1414,0.00791434,319.061,-87.7576,30,0.680523,154.101,25.8176,0.00622037,309.778,-92.1462,27.9071,0.6217,157.001,28.1224,0.00857925,328.766,-87.0683,30,0.69855,151.641,25.1856,0.00564158,288.094,-91.0419,26.1125,0.598015,155.189,27.1034,0.00710601,310.281,-89.2679,29.8921,0.671225
174,149.416,25.0016,0.00504488,299.134,-89.7309,30,0.652224,159.156,26.8425,0.00749278,318.643,-87.713,30,0.679875,154.728,26.0558,0.00562904,309.721,-92.1352,28.1163,0.615406,158.827,28.1332,0.00879757,331.157,-87.2813,30,0.700266,151.607,24.945,0.00506641,291.957,-91.2764,26.0465,0.599427,156.898,26.8984,0.00703209,309.929,-88.8783,29.8704,0.666938
175,149.429,25.0953,0.00468914,300.294,-90.1709,30,0.654422,160.037,26.9409,0.00723406,318.199,-88.1389,30,0.680336,155.888,25.9585,0.00619386,309.957,-91.9925,27.9303,0.61955,157.942,28.0827,0.00944064,329.317,-87.2747,30,0.700445,151.337,25.1042,0.00598493,291.783,-91.1817,26.1126,0.602045,155.908,27.0162,0.0073496,309.921,-89.0761,29.998,0.670791
176,149.378,25.1604,0.00517419,300.533,-90.2403,30,0.64621,159.157,27.0109,0.00740279,320.355,-88.2465,30,0.676748,155.974,26.0245,0.00618744,309.302,-92.2432,28.1428,0.617863,157.848,28.0599,0.0085247,331.241,-86.9781,30,0.695616,151.325,25.158,0.00568602,289,-91.2606,26.0572,0.600724,155.809,26.9454,0.00671681,310.678,-88.7176,29.9027,0.670971
177,149.848,24.9787,0.00475415,301.301,-90.0088,30,0.648048,159.364,26.8344,0.00771412,318.785,-87.886,30,0.679158,154.938,25.9471,0.00560062,309.239,-91.9018,28.0497,0.617862,157.92,27.8774,0.00871037,328.092,-86.762,30,0.697275,151.559,24.851,0.00563926,288.301,-91.2195,26.0434,0.598397,156.416,27.023,0.00675602,310.603,-89.2302,30,0.669371
178,149.536,25.0416,0.00537133,301.996,-89.9353,29.9714,0.647252,159.514,26.9918,0.00736728,321.655,-88.079,30,0.678835,155.673,26.0603,0.00611417,309.337,-91.8093,27.8615,0.623708,158.025,27.9593,0.00899717,330.67,-87.2923,30,0.699467,151.686,24.8553,0.00543947,289.985,-91.0578,26.0536,0.599209,156.923,27.0397,0.00730748,308.437,-89.0616,29.9511,0.670695
179,150.722,24.8313,0.00457257,301.401,-90.1723,30,0.650429,160.666,26.85,0.00712978,320.227,-87.7322,30,0.678269,155.213,26.1722,0.00633693,311.982,-92.2865,27.8839,0.621095,158.641,27.9141,0.00873921,331.148,-87.2662,30,0.700058,152.121,25.0914,0.00535485,290.451,-90.9488,26.0143,0.601405,155.519,26.8339,0.00661927,308.898,-88.9999,30,0.672013
180,150.578,24.9404,0.00490465,299.575,-90.1849,29.8684,0.650909,160.978,26.8667,0.00704668,321.118,-88.1484,30,0.682039,155.891,25.9636,0.00616197,309.859,-91.9216,27.9849,0.616886,158.016,28.0114,0.0093106,330.942,-86.9017,30,0.702206,152.001,25.1576,0.00591987,288.221,-90.8076,25.8613,0.598672,156.085,26.8592,0.00724631,308.033,-89.1988,30,0.672144
181,150.833,25.0822,0.00517178,299.577,-90.2992,29.886,0.650346,160.35,26.967,0.00773068,320.087,-88.2555,30,0.6834,155.45,26.1579,0.00561756,311.961,-92.1744,27.8535,0.624974,157.562,28.0672,0.00867668,330.321,-86.7576,30,0.701703,151.376,25.0499,0.00533645,288.845,-91.1121,25.9037,0.604019,155.794,26.8981,0.00694841,309.282,-88.8533,30,0.66938
182,150.722,25.0263,0.00465724,300.762,-89.9919,30,0.653897,159.881,27.1605,0.00775067,319.954,-87.9381,30,0.684836,155.335,25.8175,0.00582662,310.493,-92.2662,27.8572,0.6195,157.665,27.9753,0.00876269,328.659,-86.8865,30,0.697002,151.639,25.0367,0.00507223,288.59,-91.2561,26.0937,0.602524,156.507,27.0865,0.00716939,309.908,-88.9146,29.8615,0.671215
183,150.556,25.0001,0.00485751,299.11,-89.9143,30,0.65371,159.685,27.1079,0.00756136,321.531,-87.9833,30,0.680779,155.499,26.1859,0.00557356,308.214,-91.7375,28.009,0.621149,157.965,27.8375,0.00926809,330.989,-87.113,30,0.703378,151.145,25.1524,0.00525666,290.372,-90.7384,26.0534,0.599144,156.379,26.9376,0.00677726,311.987,-88.8495,30,0.668553
184,149.098,24.8124,0.00505418,301.048,-89.9776,30,0.645334,159.734,26.8948,0.00744727,318.29,-87.7275,30,0.684223,154.852,26.1942,0.00605406,311.723,-92.2968,28.0745,0.624031,157.279,27.8385,0.00892457,331.735,-86.9746,30,0.696411,151.002,25.1241,0.00508757,290.535,-90.7512,25.9126,0.601653,155.157,27.0415,0.00666393,310.944,-89.1193,29.989,0.670994
185,149.343,25.0967,0.00480264,300.649,-90.205,30,0.646282,159.851,26.8989,0.00774838,319.048,-87.771,30,0.676964,155.228,25.8351,0.00589154,310.853,-91.9043,28.0374,0.617825,157.756,27.8412,0.00921902,330.016,-86.8747,30,0.698244,151.668,24.8103,0.00534105,291.213,-90.7616,26.0055,0.599555,155.062,27.1517,0.00651301,311.779,-89.0065,29.9526,0.674242
186,149.049,25.0326,0.00504893,298.877,-90.0427,30,0.652271,159.001,27.1747,0.00716453,318.934,-88.1419,30,0.676231,155.973,25.9261,0.0056153,308.428,-91.8683,28.1064,0.61757,157.042,27.8892,0.00855652,328.414,-87.0411,30,0.700159,151.507,25.1762,0.00590594,290.267,-91.0873,25.9643,0.599119,156.455,26.9807,0.00735673,311.776,-89.0984,30,0.665951
187,149.401,24.9654,0.0047062,301.506,-90.205,29.9867,0.651057,160.384,26.9532,0.0078691,320.273,-88.0363,30,0.679647,155.641,26.0458,0.00633216,309.976,-92.2289,27.8541,0.618032,158.396,28.1161,0.00879575,329.983,-87.0473,30,0.697313,151.273,24.8787,0.00505533,288.793,-91.2945,26.0382,0.598164,156.946,26.8775,0.00684583,309.431,-89.2949,30,0.66532
188,150.88,25.1568,0.00503552,300.174,-89.9077,29.9661,0.651472,159.09,26.8216,0.00745723,320.198,-87.7673,30,0.683226,154.42,25.9576,0.0058166,309.601,-92.2097,28.0011,0.623016,157.883,27.9962,0.00934877,330.824,-87.0057,30,0.703849,152.154,24.8885,0.00526912,291.213,-91.2735,26.1476,0.596304,156.592,26.9579,0.00699222,311.523,-89.0523,30,0.665493
189,149.005,24.8979,0.00518058,298.485,-90.2317,29.9733,0.651478,160.424,26.8714,0.00707959,321.762,-88.1436,30,0.683635,155.545,25.8675,0.0063218,311.077,-91.942,27.9512,0.617625,157.244,28.0039,0.00908526,329.437,-87.0148,30,0.70141,152.803,24.8656,0.00538141,288.563,-90.925,26.0687,0.604319,155.558,27.1801,0.00656326,310.412,-89.2657,30,0.670298
190,150.339,25.1326,0.00465031,298.154,-89.7727,29.9445,0.64629,159.937,27.0393,0.00703097,319.1,-88.2803,30,0.683951,155.965,26.0548,0.00566164,311.623,-91.9903,27.8961,0.624217,158.515,28.0927,0.00920918,328.801,-87.1734,30,0.697197,151.877,25.1128,0.00578395,289.813,-90.8247,26.1016,0.601548,155.457,26.9096,0.00681484,308.467,-89.1361,29.9129,0.669553
191,150.817,24.8418,0.00522027,300.749,-90.2425,30,0.650685,159.727,27.1026,0.00725737,320.774,-88.2762,30,0.679482,155.273,25.8885,0.00617707,311.089,-92.0161,28.0353,0.619563,158.788,27.9991,0.00934181,331.205,-87.0537,30,0.699061,152.652,24.8911,0.00552444,291.224,-91.0879,26.0427,0.597456,155.219,27.1178,0.00659897,309.086,-88.7869,29.9539,0.67473
192,150.959,24.9073,0.00454098,300.82,-90.0294,29.8802,0.652075,159.062,27.1481,0.00713865,318.509,-88.1946,30,0.681932,155.603,25.9591,0.00583631,308.938,-92.0116,28.0155,0.621318,157.514,28.1795,0.00866976,331.863,-87.2911,30,0.698334,151.898,25.0283,0.00543559,289.659,-90.8604,26.0558,0.603333,155.5,27.0438,0.00708519,309.479,-89.0084,29.9441,0.666418
193,149.428,24.8422,0.00518307,300.643,-89.7296,30,0.64552,160.768,27.1451,0.00744332,320.343,-87.7144,30,0.684053,154.166,25.8764,0.00594075,310.339,-91.8103,28.1465,0.618889,157.095,28.1205,0.00910438,328.794,-87.0031,30,0.702704,151.999,24.9221,0.00597374,290.653,-91.0551,25.9341,0.602311,155.484,26.8687,0.00702983,309.16,-88.9227,29.8854,0.671549
194,149.567,24.8001,0.00462694,301.734,-89.7796,29.9201,0.652784,160.217,27.1884,0.00737361,320.726,-88.2619,30,0.684638,155.078,25.9152,0.00562027,310.814,-91.9131,27.9622,0.624509,157.044,27.9215,0.00942107,329.284,-87.1486,30,0.703238,151.206,25.1772,0.00579507,288.725,-90.8728,25.9655,0.599023,156.567,27.1851,0.00662666,309.683,-89.0114,29.9629,0.668632
195,149.105,25.0742,0.00493621,298.779,-89.8104,30,0.649864,159.597,27.0552,0.00728815,318.944,-87.8617,30,0.675948,154.014,25.8612,0.00556899,311.983,-92.1267,27.8948,0.61741,158.872,28.0081,0.00886482,331.494,-87.063,30,0.697073,151.756,24.9267,0.0056773,289.158,-90.9537,25.8698,0.596913,155.815,27.1748,0.00687725,310.656,-89.1469,29.8881,0.665585
196,149.611,24.8631,0.00467401,301.043,-90.2905,30,0.648795,160.013,27.0251,0.00731337,319.18,-87.86,30,0.676926,154.195,26.1591,0.0058499,310.205,-92.0843,27.8877,0.620893,158.05,27.8812,0.00895187,331.188,-86.9457,30,0.70048,152.405,25.1171,0.00562912,288.611,-90.8739,26.0532,0.595244,155.823,26.9332,0.00716941,308.865,-88.9455,30,0.672978
197,150.843,25.1914,0.00451067,300.491,-90.0523,30,0.647518,160.962,27.0455,0.00779354,318.342,-88.1899,30,0.67522,155.634,25.8056,0.00615712,309.46,-91.9331,28.0588,0.618425,157.216,27.8279,0.00908894,330.083,-86.8547,30,0.699224,151.796,24.8106,0.00533556,291.904,-90.7759,25.9488,0.600878,156.695,26.9765,0.00651796,308.298,-88.9938,30,0.671932
198,149.142,24.8757,0.00527132,301.366,-89.9294,30,0.645283,160.657,27.1153,0.00725904,320.835,-88.1711,30,0.677011,154.357,25.9351,0.00591845,310.034,-92.0139,27.9312,0.615292,158.21,27.9583,0.00879867,331.468,-86.852,30,0.69995,151.262,25.0785,0.00520607,289.765,-91.261,26.0976,0.596259,156.806,27.1457,0.00696458,310.977,-88.9283,30,0.669318
199,150.572,24.985,0.00544097,299.945,-90.0224,30,0.653216,160.109,26.8719,0.00746776,321.872,-87.8482,30,0.675328,154.936,26.0586,0.00633003,308.197,-91.7885,28.0145,0.616973,157.635,27.9128,0.00903086,328.207,-87.2049,30,0.696326,151.467,24.9813,0.00551712,291.054,-91.0316,26.087,0.601183,155.226,26.8625,0.00693703,309.588,-88.8539,30,0.668881
200,149.342,24.8907,0.0050755,299.694,-89.991,29.9012,0.651629,160.705,26.9032,0.00749151,321.902,-88.1001,30,0.675902,155.212,25.8359,0.00645924,310.863,-91.8271,28.0612,0.620897,157.9,28.1433,0.00945684,329.996,-86.7411,30,0.700384,151.909,24.8837,0.00500372,288.966,-90.9942,25.964,0.599485,156.961,26.9401,0.00695218,308.534,-89.2712,30,0.670707
201,150.521,24.8599,0.00507183,299.015,-90.1632,29.8535,0.646303,159.619,26.8468,0.00798586,319.235,-88.2218,30,0.680877,154.128,26.145,0.0064615,308.987,-92.0299,27.8566,0.621407,157.828,27.908,0.00870684,330.616,-87.0503,30,0.701891,152.13,25.1435,0.00511748,291.143,-90.8959,25.8845,0.601948,155.883,27.178,0.00664161,310.571,-89.0708,30,0.6683
